Resultado,numero 1,numero 2,numero 3,numero 4,numero 5,numero 6
perde,02,20,22,27,29,53
perde,24,25,29,52,53,55
vence,5,11,22,31,35,41
perde,02,11,18,35,49,57
perde,27,29,34,35,46,60
perde,11,14,44,55,56,60
perde,07,27,29,38,42,45
perde,08,10,11,26,28,49
perde,04,06,14,27,35,40
vence,3,18,34,35,36,56
perde,09,10,12,20,22,38
perde,03,10,17,18,34,59
perde,08,19,26,44,48,59
vence,16,20,33,58,59,60
perde,19,34,35,38,40,47
perde,02,03,17,29,33,34
perde,01,28,32,41,54,55
perde,04,09,11,16,37,39
perde,03,17,18,24,37,43
perde,10,16,20,28,30,36
perde,16,22,25,42,46,57
perde,04,14,23,38,44,45
perde,09,19,40,43,44,56
perde,05,14,43,44,54,58
perde,02,07,15,20,22,26
perde,10,22,25,26,33,52
perde,10,38,42,43,51,59
perde,04,16,17,25,31,37
perde,06,21,25,32,34,51
perde,04,38,40,45,50,54
perde,04,07,18,19,41,60
perde,08,10,19,36,41,47
perde,38,41,55,56,59,60
vence,1,7,14,41,48,59
perde,02,26,30,37,43,46
perde,16,19,22,40,50,55
perde,16,25,34,36,40,42
perde,01,06,11,15,33,45
vence,9,15,32,41,42,49
perde,04,11,19,49,50,59
perde,13,21,23,39,41,45
perde,03,10,22,33,43,60
vence,19,22,35,41,47,49
perde,17,19,20,34,40,46
vence,9,14,19,35,42,58
perde,11,12,16,18,27,44
perde,08,15,22,24,39,46
perde,08,11,40,42,43,51
perde,03,04,08,40,46,49
vence,5,15,20,27,30,58
perde,03,08,17,35,46,52
perde,03,14,17,33,36,58
perde,11,16,19,28,39,42
perde,01,20,21,37,48,54
perde,09,12,17,32,40,47
perde,06,14,25,29,35,55
perde,13,14,21,26,38,47
perde,02,08,10,18,20,60
perde,03,05,06,40,42,47
perde,17,18,28,46,50,59
perde,01,07,14,17,20,48
perde,21,23,34,45,49,55
perde,02,05,12,14,25,49
perde,12,18,34,35,36,40
perde,06,18,39,42,56,58
vence,10,12,16,21,28,38
perde,14,28,40,43,48,56
vence,24,29,34,47,57,60
perde,22,36,39,55,56,60
perde,04,19,25,35,38,55
perde,06,14,21,35,44,56
vence,19,21,26,31,42,49
perde,02,08,12,34,38,52
vence,4,14,16,31,52,54
perde,05,18,24,29,39,60
perde,15,27,30,36,43,54
vence,7,15,20,23,30,41
perde,14,20,24,31,39,42
perde,05,17,18,20,36,42
perde,15,18,19,48,53,54
perde,15,33,36,38,39,52
perde,33,41,45,50,51,53
perde,07,08,11,17,28,39
perde,15,18,35,47,53,60
perde,17,33,40,44,45,47
perde,15,35,37,43,55,60
perde,01,17,35,37,40,42
perde,11,14,16,35,39,60
perde,03,06,16,28,41,55
vence,4,7,21,22,28,56
perde,16,22,23,28,44,56
perde,02,11,26,38,50,55
perde,08,17,18,33,44,60
perde,04,09,13,33,34,55
perde,02,26,38,49,51,57
perde,06,27,28,47,52,56
perde,02,03,22,23,57,60
perde,13,38,41,48,55,58
perde,18,22,34,35,38,49
perde,02,11,22,25,37,46
perde,01,28,34,45,48,50
vence,10,23,36,50,52,60
perde,11,19,26,42,50,53
vence,3,14,15,20,21,38
perde,07,16,29,38,55,60
perde,05,16,24,30,32,47
perde,16,29,30,33,58,59
perde,02,05,17,29,41,57
perde,05,06,10,32,38,40
perde,07,16,22,29,40,49
perde,03,09,15,20,49,52
perde,02,05,10,25,32,53
perde,01,16,38,49,50,59
perde,03,26,46,47,50,54
perde,08,17,24,28,43,54
vence,14,27,30,46,52,60
perde,01,15,33,50,54,58
perde,04,17,20,40,43,57
perde,02,40,50,54,57,59
perde,07,13,17,19,22,52
perde,13,17,22,34,41,60
perde,01,21,37,40,41,55
perde,07,30,32,35,42,59
vence,20,26,32,41,45,57
vence,33,38,47,50,52,55
perde,13,22,46,54,55,58
perde,04,11,19,39,50,53
perde,06,15,18,22,26,48
perde,02,03,31,42,47,48
perde,26,27,33,38,44,52
perde,02,03,06,25,31,43
vence,7,15,19,34,37,55
perde,06,27,37,41,44,47
perde,01,12,20,25,51,60
perde,04,11,13,31,33,46
perde,20,24,40,49,52,53
perde,06,11,16,23,34,57
vence,14,27,29,31,34,57
perde,04,12,34,36,55,56
perde,07,15,21,47,49,54
vence,10,15,28,31,33,38
perde,05,13,19,27,39,54
perde,05,09,51,54,55,60
perde,27,28,37,49,55,60
perde,03,27,35,43,47,54
perde,32,33,37,48,52,57
perde,13,17,34,39,51,57
perde,10,26,31,44,46,55
perde,06,11,14,35,39,45
perde,01,08,23,31,32,37
perde,11,15,21,30,40,55
perde,04,13,22,28,54,59
perde,01,02,27,28,42,56
vence,3,9,18,23,50,52
vence,21,37,44,46,49,57
perde,04,16,26,29,45,52
perde,09,15,23,33,40,42
perde,18,24,25,35,37,53
perde,05,12,18,21,42,44
perde,11,16,19,37,47,51
vence,27,36,40,41,44,54
perde,15,28,32,33,44,54
perde,07,11,18,20,30,52
perde,03,20,40,51,53,57
vence,8,40,41,44,53,56
vence,14,15,47,50,56,59
perde,02,12,14,42,47,54
perde,27,31,34,35,55,56
perde,06,19,35,38,42,48
perde,10,20,23,37,41,43
perde,04,18,36,44,54,57
perde,08,22,25,50,52,55
perde,05,20,27,30,41,59
perde,20,23,31,37,43,60
perde,10,39,41,49,51,55
perde,09,11,14,18,40,55
perde,01,03,13,17,39,47
perde,12,14,15,16,32,59
perde,30,42,44,45,57,59
perde,14,19,30,31,50,51
perde,07,11,31,35,45,55
vence,16,35,36,41,52,54
perde,12,21,34,38,42,45
perde,08,20,27,49,51,53
vence,4,7,13,25,36,58
perde,07,14,26,30,32,46
vence,17,27,32,34,47,56
perde,01,05,26,29,43,52
perde,29,32,38,48,57,60
perde,11,13,15,39,50,51
vence,15,24,37,46,49,58
perde,03,18,47,53,57,59
perde,15,17,32,45,50,57
perde,05,08,31,33,46,55
vence,3,25,35,38,44,48
vence,6,21,33,44,46,47
perde,10,20,40,46,48,51
perde,10,17,20,35,45,58
perde,11,21,33,36,56,57
vence,4,12,14,30,42,59
perde,15,18,34,43,48,53
perde,02,03,15,16,46,59
perde,03,09,20,26,35,60
perde,13,22,30,34,46,52
vence,16,27,28,34,39,56
perde,05,26,34,35,40,60
perde,09,21,42,43,46,49
perde,10,21,24,32,45,57
perde,15,19,26,37,52,55
perde,08,16,19,25,37,43
perde,08,09,10,12,35,47
perde,07,21,41,42,47,54
vence,2,6,22,24,28,58
perde,07,11,15,23,51,56
vence,5,10,16,44,50,52
perde,04,15,21,23,34,56
perde,01,11,15,25,41,46
vence,7,12,25,26,32,39
perde,20,24,26,37,38,47
perde,05,07,13,15,24,28
perde,04,08,10,24,30,35
perde,15,40,42,46,47,49
perde,18,21,24,52,56,60
perde,01,09,20,22,37,38
vence,9,16,41,42,52,53
perde,02,09,26,36,44,57
perde,01,18,37,48,51,59
perde,23,39,44,45,50,53
perde,04,18,28,31,51,54
perde,11,21,32,54,56,60
perde,05,18,37,38,43,50
perde,17,22,26,32,39,52
perde,20,28,36,40,53,58
perde,18,24,25,42,46,48
vence,22,28,29,43,47,48
vence,10,24,42,43,48,49
perde,18,24,36,46,51,55
perde,15,22,23,50,51,55
vence,6,14,17,26,50,52
vence,11,17,26,36,48,52
perde,01,15,27,36,54,56
perde,03,05,21,25,52,57
perde,15,25,26,30,38,46
perde,09,14,19,21,23,38
perde,04,16,19,29,31,37
perde,11,27,30,31,34,58
vence,9,21,37,39,43,54
perde,21,30,38,40,43,60
perde,01,11,18,20,49,52
perde,02,20,21,34,56,58
perde,11,25,30,32,40,52
vence,35,37,42,46,49,54
perde,05,22,27,31,46,52
perde,17,29,34,38,45,51
perde,04,05,27,33,42,58
perde,17,18,26,35,39,46
perde,09,28,30,31,43,54
perde,01,05,09,10,38,44
perde,05,31,36,42,54,57
vence,14,23,30,41,47,50
vence,3,7,15,40,45,54
perde,05,31,33,37,40,47
perde,07,18,33,38,41,47
vence,14,21,25,48,51,60
vence,4,17,26,32,51,54
perde,10,17,19,26,45,48
perde,13,23,25,30,58,59
perde,04,20,26,33,45,51
perde,08,26,30,42,45,51
perde,13,19,23,42,44,49
perde,22,32,34,36,44,47
perde,02,14,19,25,41,59
perde,13,31,33,37,59,60
perde,11,12,21,24,43,50
perde,10,15,16,28,32,37
perde,07,09,11,13,27,54
vence,3,19,22,24,35,49
vence,2,14,18,29,36,38
perde,12,22,32,45,48,60
perde,10,14,29,30,47,48
perde,01,06,18,30,32,40
perde,23,30,40,47,50,59
perde,13,24,25,26,40,46
perde,06,37,43,46,53,60
vence,8,12,18,23,38,49
vence,20,23,32,34,37,45
perde,18,28,36,39,49,50
perde,10,35,45,46,48,54
perde,20,30,37,51,56,57
perde,02,26,27,33,36,54
vence,2,4,14,23,37,51
vence,1,19,34,43,44,48
perde,04,11,20,21,51,55
perde,18,23,26,41,42,54
perde,19,21,22,29,31,44
perde,09,11,16,20,32,49
perde,08,12,15,25,27,40
vence,4,5,6,19,23,39
vence,23,30,31,54,55,60
perde,12,37,42,46,48,58
vence,10,27,37,40,47,55
perde,07,11,22,39,51,58
perde,03,04,05,09,10,48
vence,4,12,16,34,44,49
perde,19,42,43,44,52,57
perde,04,07,08,13,39,50
perde,04,20,39,47,54,59
perde,02,06,16,30,33,35
perde,01,05,10,11,31,32
perde,01,03,11,25,48,56
perde,13,25,46,55,58,60
perde,03,12,15,41,45,46
perde,28,36,39,42,48,60
perde,05,18,22,35,46,53
vence,2,12,33,57,58,60
perde,03,06,07,37,42,54
perde,06,16,40,46,51,58
vence,1,2,7,19,35,51
perde,02,05,33,40,41,46
perde,01,09,32,35,40,54
perde,01,09,10,11,21,31
vence,22,41,44,46,52,54
perde,31,32,40,49,54,58
vence,16,30,37,39,40,51
vence,10,11,21,50,51,54
perde,13,18,36,55,56,58
perde,07,11,16,20,21,50
perde,13,17,18,28,31,58
perde,04,07,19,21,29,47
perde,06,07,24,39,45,56
perde,10,15,21,23,32,53
perde,07,16,25,42,49,60
perde,07,14,29,30,48,57
perde,14,17,18,31,47,54
perde,11,16,24,37,44,47
perde,04,21,22,33,43,55
vence,9,34,42,45,46,59
perde,09,25,32,38,40,44
perde,11,23,25,27,51,53
perde,08,15,33,50,54,55
perde,07,08,26,34,42,46
vence,16,24,25,42,45,59
vence,2,27,32,36,48,50
vence,19,29,35,42,55,57
perde,12,22,36,41,45,54
perde,05,16,22,30,36,51
vence,2,3,5,22,26,44
perde,07,17,24,32,40,46
perde,03,07,29,36,37,49
perde,07,11,27,28,34,49
perde,04,18,25,32,51,56
perde,31,33,37,43,44,56
perde,04,09,20,34,41,51
vence,21,38,48,49,53,59
perde,03,05,08,25,27,51
vence,5,19,25,46,51,58
perde,13,14,17,32,41,47
vence,4,5,11,28,32,40
perde,02,05,11,18,43,44
perde,01,21,22,23,27,53
perde,14,17,22,23,24,49
perde,11,18,27,37,49,52
perde,24,26,30,34,41,53
perde,19,25,48,54,56,57
perde,13,26,31,36,43,52
perde,01,02,10,21,48,55
perde,01,11,31,34,35,46
perde,06,20,22,45,56,58
vence,9,16,24,29,52,56
vence,6,16,18,33,42,57
perde,05,09,21,24,29,40
perde,02,13,17,21,35,53
perde,19,31,36,39,47,48
perde,01,15,23,24,28,48
perde,08,12,16,19,22,33
vence,8,15,19,20,54,59
perde,28,35,37,38,44,60
vence,6,13,25,32,47,57
perde,03,15,35,38,52,56
perde,01,04,06,21,22,46
perde,09,15,29,37,46,50
perde,03,18,32,35,37,52
vence,7,13,15,34,42,48
perde,05,21,28,46,48,56
perde,10,14,26,35,40,44
vence,8,11,18,37,40,51
perde,01,26,36,39,54,56
perde,22,24,29,31,35,53
perde,12,14,21,32,50,53
perde,14,18,19,21,22,30
perde,03,04,08,28,34,40
perde,01,08,18,35,36,57
perde,07,13,26,44,45,58
perde,02,30,32,42,53,56
perde,02,03,09,18,20,45
vence,9,21,23,30,41,56
perde,07,12,16,20,46,48
perde,05,26,27,40,42,46
perde,09,20,36,37,45,59
perde,10,12,20,39,51,57
perde,04,07,14,21,40,59
perde,15,21,22,41,47,52
perde,09,11,14,29,33,54
perde,03,08,38,44,48,59
perde,04,26,27,28,41,45
perde,11,13,16,22,43,60
perde,07,15,19,22,38,59
perde,04,18,21,47,53,58
perde,20,27,40,41,57,59
perde,08,11,18,23,28,44
vence,11,16,24,46,54,55
perde,09,14,18,45,46,49
vence,10,12,14,32,33,34
perde,08,09,36,50,55,57
perde,05,24,28,32,52,57
perde,09,10,14,30,34,50
perde,19,35,40,49,50,55
perde,08,24,27,30,46,56
perde,11,19,42,44,57,58
perde,12,30,33,48,49,52
perde,02,06,12,30,31,35
perde,01,13,14,37,41,58
perde,04,25,37,38,53,55
perde,01,03,10,12,34,48
vence,1,4,26,39,43,49
perde,05,44,46,47,49,57
perde,06,22,28,29,39,57
perde,10,22,30,40,49,56
perde,10,18,22,23,55,59
vence,3,7,25,31,40,58
vence,12,31,44,51,54,56
perde,13,21,25,37,39,48
perde,26,32,46,50,56,58
perde,18,33,38,47,53,55
vence,9,11,13,15,19,51
perde,10,25,39,43,59,60
perde,14,21,29,45,46,55
perde,01,08,13,34,45,51
perde,11,25,27,35,38,50
perde,09,21,38,42,46,49
perde,05,16,23,24,36,50
vence,7,21,22,43,46,57
perde,01,21,25,29,35,56
perde,14,16,28,33,39,54
perde,06,18,34,49,52,56
perde,04,15,24,47,48,52
perde,08,09,11,17,50,57
perde,10,25,32,52,55,56
perde,28,35,39,41,44,51
perde,02,05,33,43,56,60
perde,31,38,43,52,54,55
perde,04,27,29,36,47,60
perde,11,13,15,42,51,57
perde,01,03,15,16,27,59
perde,06,27,45,51,57,59
perde,01,12,14,38,39,48
perde,07,10,11,27,55,56
perde,06,35,36,46,48,51
perde,21,27,41,51,55,60
perde,13,17,23,40,45,50
perde,11,14,23,27,29,44
perde,07,17,19,23,46,56
perde,09,43,46,48,49,53
perde,01,12,13,28,39,52
vence,2,11,16,18,36,45
perde,07,37,41,51,53,55
perde,09,18,20,24,26,36
perde,09,19,25,37,39,56
perde,02,13,16,18,49,51
perde,03,16,31,35,43,55
perde,01,25,39,56,59,60
perde,09,19,26,30,32,58
perde,09,22,25,31,48,52
perde,13,31,43,56,57,60
perde,01,11,23,26,28,55
perde,04,10,33,34,39,53
perde,08,11,13,21,37,42
perde,08,26,42,50,52,56
perde,01,04,18,43,50,58
perde,06,09,12,27,41,44
perde,04,43,47,49,55,57
vence,17,29,31,35,43,59
perde,13,19,20,30,37,47
vence,1,17,21,33,48,56
perde,03,04,05,11,33,38
vence,19,30,33,39,40,52
perde,05,19,21,26,33,43
perde,10,12,17,29,45,47
vence,8,38,44,50,56,60
perde,07,08,15,29,39,50
vence,2,4,29,52,56,60
perde,10,15,23,38,39,52
perde,01,09,10,16,27,46
perde,04,06,35,51,52,59
perde,04,10,12,13,19,37
perde,01,10,12,17,22,25
vence,3,11,13,15,26,43
perde,25,27,33,41,50,54
vence,4,6,7,15,21,51
perde,02,13,31,48,55,57
perde,05,24,32,34,37,41
perde,02,08,34,47,53,57
perde,07,09,49,51,59,60
vence,19,23,30,37,49,55
perde,03,18,22,29,56,59
perde,05,22,25,42,49,57
perde,18,23,29,39,45,50
perde,15,17,23,27,51,57
perde,07,36,44,54,57,59
perde,13,17,18,33,41,42
perde,05,12,20,35,55,56
perde,04,06,13,17,23,47
perde,05,20,28,31,32,55
perde,05,34,35,45,55,58
vence,6,25,30,37,39,41
perde,01,14,25,35,36,57
perde,05,15,22,24,37,59
perde,01,07,10,18,25,37
perde,01,21,44,50,53,54
perde,05,08,38,45,49,54
vence,21,24,35,36,37,49
perde,19,40,50,52,54,58
vence,4,6,33,43,59,60
vence,7,31,41,44,46,55
perde,09,10,18,25,31,48
perde,06,30,37,38,52,56
perde,05,08,16,19,21,29
perde,02,14,19,54,57,60
perde,07,24,35,49,53,59
perde,01,03,06,44,52,55
vence,9,19,20,50,51,60
perde,01,05,22,35,44,53
vence,3,6,30,37,53,56
perde,06,09,28,29,33,46
perde,08,13,18,23,41,44
perde,33,38,42,47,53,59
vence,1,2,6,9,16,32
perde,06,09,26,35,54,58
vence,29,31,39,41,51,58
perde,01,26,41,44,53,54
perde,02,20,24,41,51,52
perde,05,16,29,39,54,58
perde,03,22,30,47,55,58
vence,1,5,10,17,47,58
vence,14,32,33,36,41,52
vence,1,3,19,23,47,58
perde,08,31,37,42,47,55
perde,04,13,19,21,32,55
perde,07,13,41,50,51,57
perde,02,03,24,29,49,53
vence,15,23,31,39,47,49
perde,15,28,46,47,50,58
perde,02,04,31,42,53,60
perde,06,12,17,26,32,45
perde,08,16,21,32,41,60
perde,25,27,34,40,52,58
perde,09,16,28,38,42,55
perde,06,17,18,33,49,54
perde,04,08,14,19,38,53
perde,03,18,34,38,41,50
perde,04,13,40,47,54,56
perde,04,08,24,36,48,58
perde,04,32,33,44,46,51
perde,08,28,29,42,46,48
perde,21,30,32,36,51,57
perde,04,14,28,35,37,56
perde,02,07,18,44,51,53
perde,01,19,22,28,47,53
perde,17,23,27,29,51,60
perde,21,23,32,39,41,44
perde,15,17,18,20,41,56
perde,11,22,25,41,45,56
perde,05,10,15,28,29,32
perde,06,14,15,28,31,35
perde,15,16,19,47,49,52
perde,09,20,32,41,45,53
perde,01,05,06,38,54,59
perde,06,14,25,32,52,59
perde,16,23,27,29,30,34
vence,10,21,24,36,38,51
perde,07,14,22,37,48,56
perde,07,15,16,47,54,56
perde,02,18,22,42,56,57
vence,19,22,31,36,52,53
perde,13,23,25,46,52,57
perde,08,12,16,25,36,55
perde,10,13,21,37,40,53
perde,18,32,42,44,45,48
perde,08,14,17,29,34,45
perde,10,16,18,29,56,59
perde,25,27,29,30,52,53
perde,04,11,26,31,42,56
perde,04,08,18,38,49,50
vence,10,12,31,38,45,56
perde,05,10,18,35,38,51
perde,04,07,29,36,40,53
perde,07,17,20,34,48,60
perde,01,30,32,37,43,50
perde,04,13,18,34,37,49
perde,06,21,32,36,39,42
perde,01,11,12,16,26,55
perde,09,36,45,52,53,59
perde,20,31,35,36,51,57
perde,03,05,08,15,20,26
perde,10,26,31,52,54,60
perde,23,25,35,42,44,60
perde,21,25,34,37,38,46
vence,10,19,27,31,51,53
perde,11,12,17,20,26,48
perde,14,21,25,30,36,42
perde,02,04,17,18,22,29
perde,13,16,30,33,48,50
perde,09,13,42,43,47,55
perde,03,05,14,33,34,56
perde,07,13,15,23,54,60
vence,11,16,22,30,34,42
perde,02,09,11,33,40,41
vence,13,15,21,26,30,46
perde,13,18,23,30,40,53
vence,1,2,11,37,48,51
perde,02,13,17,22,45,50
perde,10,14,23,32,45,60
perde,04,06,28,42,44,58
perde,20,29,37,40,42,45
perde,03,18,26,35,51,52
perde,05,10,11,23,28,34
perde,10,16,34,38,48,49
perde,03,05,19,33,43,55
perde,03,13,19,27,40,57
vence,16,20,35,40,53,60
vence,9,22,25,37,56,57
perde,16,17,29,31,39,43
perde,04,09,22,36,42,59
vence,9,23,30,38,44,47
perde,11,13,23,27,38,51
perde,03,39,43,47,59,60
perde,06,09,16,17,31,44
perde,12,27,30,36,39,45
vence,9,11,14,31,48,51
perde,23,35,38,41,51,60
perde,30,32,41,42,45,52
perde,03,07,31,33,46,60
perde,04,11,29,48,57,60
perde,14,18,19,35,49,55
perde,03,06,31,32,35,42
vence,30,31,39,45,48,59
vence,10,21,32,34,48,57
perde,12,15,26,32,48,54
perde,11,22,31,36,50,54
perde,09,13,20,21,39,42
vence,2,24,34,37,38,50
perde,16,17,31,40,48,53
perde,05,06,14,19,47,57
perde,16,25,39,48,50,54
perde,06,12,16,28,32,34
perde,02,18,19,32,48,56
perde,11,13,19,25,47,59
perde,14,20,30,33,34,42
perde,14,17,21,30,36,49
perde,17,19,28,35,53,56
perde,01,06,09,21,41,42
perde,06,07,09,21,29,45
perde,03,07,09,12,18,54
vence,4,15,30,36,39,48
vence,2,10,15,18,29,39
perde,06,08,13,21,36,59
perde,12,22,23,28,31,49
perde,16,20,23,32,54,58
perde,03,04,07,43,46,48
perde,01,24,34,41,43,53
perde,02,08,19,21,27,49
perde,01,06,18,44,54,55
vence,1,15,16,22,25,43
perde,20,45,47,53,54,56
perde,01,27,31,36,42,51
perde,12,20,34,36,48,60
perde,03,17,19,40,43,56
perde,01,04,05,09,46,59
perde,09,24,28,37,38,58
perde,19,24,26,29,45,48
perde,05,16,17,31,32,33
vence,9,24,28,37,43,57
perde,05,22,23,39,43,45
perde,07,15,16,21,42,46
perde,15,18,36,52,54,58
perde,10,19,20,26,42,59
perde,10,39,47,52,56,59
perde,24,28,42,54,55,57
perde,01,04,11,25,31,52
perde,12,18,40,43,59,60
perde,07,08,12,27,31,43
perde,11,32,40,41,55,59
perde,07,08,09,38,58,59
vence,2,30,32,35,45,53
perde,23,25,30,32,56,57
perde,03,04,09,11,15,20
perde,02,14,28,50,52,60
perde,22,27,46,47,52,57
perde,14,15,29,46,54,55
perde,03,06,22,40,41,42
vence,6,25,27,35,45,55
vence,16,25,30,40,45,49
perde,02,18,29,33,35,42
perde,18,37,39,47,55,60
perde,08,21,26,27,28,58
vence,13,17,21,39,40,59
perde,06,12,32,42,44,52
perde,01,06,28,35,44,48
perde,17,30,37,42,48,49
perde,03,06,11,18,21,41
perde,02,12,24,44,46,59
perde,08,41,47,50,55,60
perde,04,07,14,38,42,48
vence,2,8,18,37,56,58
perde,06,20,26,39,50,58
perde,07,10,29,32,45,48
perde,05,17,20,23,30,55
perde,22,33,38,43,53,59
perde,01,11,22,31,38,60
perde,04,06,15,24,42,44
vence,25,26,28,33,42,51
perde,07,14,16,22,32,33
perde,01,02,05,18,34,41
perde,09,12,14,21,26,48
perde,05,22,24,35,44,54
vence,8,21,27,35,43,56
perde,08,09,11,41,47,58
perde,26,33,34,37,40,43
perde,08,18,21,22,39,42
vence,9,40,41,50,55,58
perde,01,25,29,36,38,48
perde,02,15,37,38,40,41
perde,06,12,23,38,47,56
perde,02,15,32,46,59,60
perde,05,27,31,35,43,53
perde,11,21,24,26,39,60
perde,28,34,48,53,58,59
perde,10,11,41,46,52,56
perde,05,20,23,34,37,47
perde,21,36,42,48,50,57
perde,11,17,19,30,34,37
perde,14,18,20,41,43,48
perde,02,07,27,46,50,58
perde,15,22,28,34,36,59
perde,04,32,45,49,50,57
perde,06,19,27,43,48,56
perde,01,08,15,16,18,56
vence,10,12,16,20,32,53
perde,01,20,28,41,53,57
vence,11,22,23,36,52,59
perde,20,21,39,43,57,58
perde,03,06,15,28,31,43
perde,01,16,23,26,50,52
perde,17,21,31,44,47,58
perde,07,13,16,19,31,47
perde,01,20,26,42,45,58
vence,2,15,39,50,53,57
perde,07,23,31,34,35,39
perde,10,13,32,40,50,53
perde,13,25,33,50,52,58
vence,2,8,17,22,42,44
perde,14,35,36,41,46,54
perde,05,31,33,39,46,51
vence,3,18,22,34,55,58
perde,04,06,14,18,32,46
perde,11,24,32,36,44,59
perde,16,22,30,41,49,54
vence,46,47,51,54,57,59
perde,07,22,26,35,47,48
vence,4,14,39,41,54,58
perde,03,07,26,44,45,56
perde,10,28,32,37,51,54
perde,03,09,15,33,42,58
vence,13,14,18,27,41,60
perde,05,10,32,34,40,53
perde,07,15,20,49,54,55
perde,04,16,17,43,44,45
perde,03,16,35,37,40,45
perde,06,20,29,31,53,54
perde,05,10,15,20,28,51
perde,01,11,31,43,44,55
perde,24,30,34,38,43,47
perde,02,06,16,26,42,49
perde,04,19,34,39,44,55
perde,04,10,17,38,44,59
perde,04,18,24,30,34,36
perde,12,37,38,45,52,60
vence,14,20,23,39,46,50
perde,04,05,19,24,25,32
perde,08,14,18,24,53,58
perde,01,13,38,42,55,60
perde,19,30,31,38,55,59
vence,1,6,16,36,50,52
perde,13,15,25,30,32,48
perde,03,11,36,39,55,59
perde,15,34,45,51,54,55
perde,03,07,39,42,58,60
perde,04,09,21,55,56,60
perde,05,07,09,35,50,58
perde,17,18,20,22,28,32
perde,03,07,12,17,18,27
vence,3,19,28,33,57,58
perde,02,12,16,23,29,52
vence,2,6,8,21,25,34
perde,14,24,29,32,33,46
perde,02,06,09,36,50,57
perde,26,30,33,36,40,57
vence,3,16,27,40,45,46
perde,06,12,25,28,39,40
perde,02,04,36,37,44,47
perde,05,08,16,23,49,50
perde,01,29,42,49,58,59
perde,25,26,27,44,46,54
perde,07,25,26,35,42,53
perde,01,16,44,54,55,59
perde,03,09,10,21,36,54
perde,02,09,15,44,51,55
perde,21,26,34,43,47,57
perde,15,18,19,20,38,44
perde,09,13,14,24,29,52
perde,02,04,10,42,53,57
perde,06,16,24,28,40,59
perde,17,24,49,50,54,57
perde,01,13,14,25,57,60
perde,11,23,31,32,39,45
perde,25,32,38,46,48,49
perde,01,30,40,46,51,59
perde,05,16,28,39,44,53
perde,11,18,29,32,42,46
perde,07,13,34,38,51,53
perde,05,15,18,21,32,55
perde,02,10,20,36,58,59
perde,07,10,21,23,38,57
perde,08,12,13,22,29,32
vence,14,16,24,37,38,53
perde,09,18,20,30,31,60
vence,7,14,24,29,35,39
perde,07,08,09,36,37,56
perde,20,30,34,39,48,55
perde,23,35,44,46,57,59
perde,10,13,33,41,43,52
perde,03,16,17,24,30,46
perde,02,13,22,44,48,50
perde,06,07,10,11,36,46
perde,10,12,30,34,42,53
perde,01,11,29,31,46,53
perde,07,13,29,42,52,53
perde,10,12,25,36,39,59
perde,05,20,24,39,45,50
perde,03,09,17,22,25,46
vence,8,15,29,36,49,60
perde,03,06,08,20,31,57
vence,1,13,33,38,45,56
perde,01,06,17,24,45,49
perde,02,06,09,18,45,48
vence,16,23,45,56,58,59
perde,22,31,38,47,55,57
vence,2,6,10,15,53,56
vence,13,19,20,29,31,54
perde,03,15,31,46,47,58
perde,02,07,12,41,49,53
perde,19,21,37,40,54,58
perde,17,31,42,46,48,54
perde,03,21,23,38,50,53
perde,05,19,25,35,50,60
vence,11,24,30,33,46,60
perde,04,18,26,49,56,57
perde,13,20,24,28,50,52
perde,05,24,33,43,49,57
perde,05,15,16,33,40,59
perde,08,14,17,42,46,56
perde,01,07,32,37,50,55
perde,06,11,15,44,45,48
perde,17,21,22,43,51,56
perde,06,11,26,43,49,53
perde,03,12,13,21,27,41
perde,13,27,37,45,47,48
perde,12,13,35,45,57,60
perde,06,08,09,25,39,60
perde,13,21,22,27,36,46
perde,33,35,41,45,48,49
perde,14,17,39,43,46,47
perde,03,11,27,30,39,51
perde,06,07,28,38,53,56
perde,05,11,27,28,32,51
perde,09,12,14,20,23,29
perde,04,27,40,42,51,57
perde,16,21,24,35,37,53
perde,21,33,42,45,50,58
perde,08,10,13,16,34,37
perde,15,23,34,41,48,53
perde,07,08,15,29,57,60
perde,06,38,46,48,52,59
perde,06,25,26,41,54,56
perde,15,22,26,40,56,60
perde,10,11,28,40,42,50
perde,09,32,43,45,53,56
perde,06,21,31,37,53,60
perde,08,16,34,52,53,59
perde,02,03,09,33,48,52
perde,17,28,49,52,56,58
perde,01,06,11,21,48,51
perde,17,22,27,31,54,59
perde,09,28,30,37,41,47
perde,05,06,07,43,57,59
vence,7,10,32,43,47,54
perde,01,17,23,42,43,47
perde,05,24,32,37,58,59
perde,04,21,23,30,56,58
perde,17,26,32,33,39,44
perde,02,05,40,46,48,56
perde,01,16,35,45,50,57
perde,24,25,29,32,35,36
perde,18,22,26,31,38,39
vence,17,26,32,36,43,55
perde,12,17,27,40,49,55
perde,20,23,33,42,49,59
perde,17,21,30,44,45,50
perde,07,15,32,38,43,52
vence,25,34,45,53,56,58
vence,9,11,23,30,31,54
perde,11,18,25,35,37,38
perde,09,18,31,41,46,49
perde,13,27,33,42,48,58
perde,12,13,23,26,27,55
perde,03,09,10,35,51,53
perde,02,26,37,47,50,60
perde,01,17,19,29,39,52
vence,5,6,16,24,34,60
vence,3,17,34,35,40,48
perde,14,21,37,40,42,52
